A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
4.85	1.131	1.303	0.172	0.97	2.26	0	0.18097	0.02687	0.99989	0	0	0	50799	Slc25a13	chr6
6.24	0.553	0.284	-0.269	0	0	0	0.99393	0.99958	0.99977	0	0	0	20422	Shfm1	chr6
0.94	-0.328	0.193	0.521	0	0	0	0.9722	0.98672	0.92486	0	0	0	71238	Sdhaf3	chr6
2.89	-0.148	0.655	0.803	0	0	0	0.99001	0.83835	0.72175	0	0	0	21333	Tac1	chr6
5.17	0.086	0.249	0.164	0	0	0	0.99998	0.99988	0.99996	0	0	0	27053	Asns	chr6
5.42	-0.785	-1.954	-1.169	0	-3.44	-0.65	0.76571	0.00447	0.26681	0	-1	0	94192	C1galt1	chr6
-0.72	-2.002	-0.711	1.291	-2.4	0	0.75	0.02158	0.73697	0.23892	0	0	0	213945	Col28a1	chr6
4.45	-0.175	-0.01	0.165	0	0	0	0.99971	0.99999	0.9998	0	0	0	252875	Mios	chr6
2.95	0.905	0.246	-0.659	0	0	0	0.67429	0.99807	0.93839	0	0	0	68240	Rpa3	chr6
3.79	-0.278	-0.478	-0.2	0	0	0	0.99973	0.9983	0.99991	0	0	0	100036521	Umad1	chr6
3.59	1.473	1.251	-0.222	1.94	1.08	0	0.04427	0.15658	0.99394	0	0	0	170772	Glcci1	chr6
4.04	-2.238	-2.282	-0.043	-8.92	-9.32	0	0.00001	0.00001	0.99999	-1	-1	0	15893	Ica1	chr6
6.93	0.316	-0.206	-0.523	0	0	0	0.99828	0.9993	0.99248	0	0	0	17992	Ndufa4	chr6
5.52	-0.114	0.205	0.318	0	0	0	0.99994	0.99985	0.9997	0	0	0	75725	Phf14	chr6
0.06	0.011	-0.459	-0.47	0	0	0	0.9996	0.96283	0.96086	0	0	0	625347	Gm6578	chr6
2.48	3.362	3.151	-0.211	11.07	10.78	0	0	0	0.99621	1	1	0	330267	Thsd7a	chr6
6.08	0.089	-0.407	-0.496	0	0	0	0.99997	0.99927	0.99868	0	0	0	71900	Tmem106b	chr6
5.66	-0.573	-0.24	0.333	0	0	0	0.99776	0.99994	0.99991	0	0	0	101118	Tmem168	chr6
4.78	0.555	1.023	0.468	0	0.17	0	0.99416	0.43491	0.99798	0	0	0	101148	B630005N14Rik	chr6
4.33	0.484	0.408	-0.077	0	0	0	0.99652	0.99854	0.99995	0	0	0	66520	2610001J05Rik	chr6
3.85	0.127	-0.31	-0.437	0	0	0	0.99992	0.99965	0.99882	0	0	0	16543	Mdfic	chr6
-0.83	1.628	1.718	0.089	2.02	2.36	0	0.03903	0.02297	0.99338	0	0	0	100504308	Gm15473	NA
6.91	2.356	1.94	-0.417	7.57	5.27	0	0.00003	0.00039	0.99645	1	1	0	21753	Tes	chr6
1.18	0.36	0.829	0.468	0	0	0	0.92436	0.65608	0.88288	0	0	0	232599	Gm4876	NA
6.75	1.163	-0.631	-1.793	0.75	0	-3.89	0.2385	0.93539	0.00232	0	0	0	12390	Cav2	chr6
7.59	3.506	1.237	-2.27	7.83	0.74	-4.4	0.00003	0.24077	0.00116	1	0	-1	12389	Cav1	chr6
7.41	-3.207	-1.606	1.6	-7.34	-2.05	2.13	0.00004	0.03724	0.03294	-1	0	0	17295	Met	chr6
6.39	-0.199	-0.019	0.179	0	0	0	0.9998	0.99999	0.9999	0	0	0	12343	Capza2	chr6
2.14	-0.047	0.187	0.233	0	0	0	0.99956	0.99784	0.99709	0	0	0	100504329	NA	NA
4.07	0.416	0.476	0.06	0	0	0	0.99805	0.99672	0.99995	0	0	0	64213	St7	chr6
1.34	5.689	6.674	0.986	9.83	11.39	0	0.00001	0	0.51374	1	1	0	30785	Cttnbp2	chr6
4.73	-0.634	-0.015	0.619	0	0	0	0.78742	0.99709	0.80573	0	0	0	100504344	Gm20186	NA
4.19	1.072	0.598	-0.473	0.46	0	0	0.32965	0.98613	0.99575	0	0	0	76522	Lsm8	chr6
-0.64	-3.733	-3.821	-0.088	-3.55	-3.67	0	0.00391	0.00329	0.97214	-1	-1	0	16508	Kcnd2	chr6
4.09	-0.768	-1.005	-0.237	0	-0.04	0	0.93569	0.48548	0.99985	0	0	0	269831	Tspan12	chr6
5.19	-0.616	-0.201	0.415	0	0	0	0.99321	0.99991	0.99953	0	0	0	71777	Ing3	chr6
1.9	0.664	2.035	1.37	0	2.02	0.71	0.75154	0.03947	0.24909	0	0	0	214642	Cped1	chr6
6.75	-0.499	1.01	1.509	0	0.06	3.12	0.98896	0.4776	0.0072	0	0	0	27999	Fam3c	chr6
5.28	-2.406	0.945	3.351	-4.93	0	8.27	0.00058	0.57072	0.00002	-1	0	1	19283	Ptprz1	chr6
3.44	-1.089	0.357	1.446	-0.31	0	1.56	0.38092	0.96727	0.07873	0	0	0	30956	Aass	chr6
5.38	-3.912	-3.96	-0.048	-22.09	-22.43	0	0	0	0.99999	-1	-1	0	320405	Cadps2	chr6
4.55	0.724	0.336	-0.387	0	0	0	0.91589	0.99724	0.99594	0	0	0	68202	Ndufa5	chr6
6.48	-0.155	-0.298	-0.142	0	0	0	0.99996	0.99983	0.99998	0	0	0	73178	Wasl	chr6
0.18	-2.385	-2.99	-0.605	-3.33	-4.92	0	0.00525	0.0006	0.86689	-1	-1	0	319832	Tmem229a	chr6
3.19	0.388	0.503	0.115	0	0	0	0.99531	0.98832	0.99957	0	0	0	101185	Pot1a	chr6
0.99	-5.024	-7.036	-2.012	-7.34	-11.18	-3.36	0.00004	0	0.00501	-1	-1	0	14823	Grm8	chr6
5.19	-0.705	-0.038	0.667	0	0	0	0.86193	0.99908	0.89811	0	0	0	627049	Zfp800	chr6
7.21	1.939	1.576	-0.362	3.45	2.12	0	0.00437	0.03353	0.98419	1	0	0	74375	Gcc1	chr6
6.45	0.337	-0.108	-0.445	0	0	0	0.99977	0.99998	0.99954	0	0	0	11844	Arf5	chr6
8.03	-0.644	-0.812	-0.167	0	0	0	0.99126	0.92248	0.99997	0	0	0	56463	Snd1	chr6
0.53	5.075	5.149	0.073	4.95	5.35	0	0.00061	0.00037	0.96681	1	1	0	192198	Lrrc4	chr6
-2.96	5.423	6.717	1.294	4.46	5.66	0.26	0.00118	0.00027	0.43807	1	1	0	16846	Lep	chr6
5.83	0.083	0.191	0.108	0	0	0	0.99995	0.99983	0.99995	0	0	0	68272	Rbm28	chr6
5.74	-0.427	-0.284	0.144	0	0	0	0.99879	0.9997	0.99995	0	0	0	23917	Impdh1	chr6
6.28	-2.268	-1.319	0.949	-5.55	-1.4	0	0.00028	0.09925	0.592	-1	0	0	69573	Hilpda	chr6
0.9	-1.524	-0.94	0.584	-1.99	0	0	0.04072	0.58655	0.93856	0	0	0	245884	Fam71f2	chr6
9.08	1.131	1.184	0.054	0.96	1.36	0	0.18179	0.10618	0.99999	0	0	0	12321	Calu	chr6
-0.1	0.9	1.794	0.893	0	1.9	0	0.5955	0.04746	0.59699	0	0	0	12057	Opn1sw	chr6
4.53	1.662	0.05	-1.612	4.58	0	-4.43	0.00092	0.99998	0.00112	1	0	-1	232664	Ccdc136	chr6
7.67	2.04	1.192	-0.848	3.38	0.62	0	0.0049	0.27667	0.69997	1	0	0	68794	Flnc	chr6
5.69	-0.787	-0.831	-0.044	0	0	0	0.94636	0.90626	0.99999	0	0	0	66144	Atp6v1f	chr6
0.53	2.209	3.054	0.846	2.47	4.08	0	0.01965	0.00181	0.61231	0	1	0	333088	Kcp	chr6
2.38	-1.593	-1.238	0.356	-2.07	-0.83	0	0.036	0.21603	0.98124	0	0	0	27056	Irf5	chr6
6.77	0.075	0.301	0.226	0	0	0	0.99998	0.99976	0.99993	0	0	0	320938	Tnpo3	chr6
3.53	-6.86	-5.028	1.832	-20.35	-13.89	4.69	0	0	0.00079	-1	-1	1	232670	Tspan33	chr6
6.44	1.24	0.605	-0.635	1.61	0	0	0.0735	0.98537	0.98526	0	0	0	319757	Smo	chr6
6.86	-1.679	-2.824	-1.146	-3.23	-8.52	-0.73	0.0061	0.00001	0.24326	-1	-1	0	74340	Ahcyl2	chr6
0.4	-0.584	-1.659	-1.074	0	-1.83	-0.21	0.84067	0.05272	0.41886	0	0	0	320609	Strip2	chr6
5.12	0.187	0.155	-0.032	0	0	0	0.99996	0.99997	1	0	0	0	18181	Nrf1	chr6
7.16	0.007	0.484	0.477	0	0	0	0.99998	0.99232	0.99518	0	0	0	22214	Ube2h	chr6
3.84	0.525	0.586	0.061	0	0	0	0.99299	0.98784	0.99993	0	0	0	232679	Zc3hc1	chr6
6.16	0.187	-0.286	-0.473	0	0	0	0.99943	0.9987	0.99522	0	0	0	76788	Klhdc10	chr6
4.52	0.363	-0.192	-0.554	0	0	0	0.9835	0.99562	0.95213	0	0	0	72649	Tmem209	chr6
2.11	1.354	0.76	-0.595	1.32	0	0	0.1111	0.82054	0.91639	0	0	0	83922	Cep41	chr6
2.95	2.169	1.827	-0.343	2.84	2.16	0	0.01094	0.0313	0.9281	1	0	0	17294	Mest	chr6
6.23	0.264	-0.561	-0.825	0	0	0	0.99985	0.99669	0.91953	0	0	0	54160	Copg2	chr6
0.09	-1.209	-1.272	-0.063	-0.65	-0.88	0	0.26565	0.20335	0.9973	0	0	0	73652	2210408F21Rik	chr6
6.53	-0.413	-0.666	-0.253	0	0	0	0.99877	0.98061	0.99983	0	0	0	27418	Mkln1	chr6
7.52	-3.853	-6.008	-2.155	-15.98	-26.98	-6.83	0	0	0.00007	-1	-1	-1	27205	Podxl	chr6
1.91	4.125	4.593	0.468	11.32	12.93	0	0	0	0.93844	1	1	0	243743	Plxna4	chr6
5.88	0.303	0.05	-0.253	0	0	0	0.99935	0.99996	0.99973	0	0	0	66075	Chchd3	chr6
6.12	-0.408	-1.168	-0.761	0	-1.44	0	0.99951	0.0938	0.96965	0	0	0	20336	Exoc4	chr6
4.13	-0.394	-1.146	-0.752	0	-1.18	0	0.99923	0.1355	0.96468	0	0	0	100503911	NA	NA
3.75	1.578	1.142	-0.435	2.57	0.67	0	0.01654	0.26094	0.98227	0	0	0	58246	Slc35b4	chr6
0.46	1.752	0.83	-0.922	2.25	0	0	0.0273	0.70837	0.5893	0	0	0	11677	Akr1b3	chr6
1.21	-0.571	-1.164	-0.593	0	-0.69	0	0.93814	0.25356	0.94412	0	0	0	14187	Akr1b8	chr6
3.6	-0.249	-0.416	-0.167	0	0	0	0.99976	0.99901	0.99992	0	0	0	67861	Akr1b10	chr6
4.06	-0.143	-0.464	-0.322	0	0	0	0.99959	0.99427	0.99858	0	0	0	12183	Bpgm	chr6
2.39	4.509	5.432	0.923	14.84	17.36	0	0	0	0.60569	1	1	0	100861595	NA	NA
6.7	4.579	4.746	0.167	19.22	20.18	0	0	0	0.99945	1	1	0	109624	Cald1	chr6
0.91	0.249	0.007	-0.242	0	0	0	0.98839	0.99982	0.9902	0	0	0	76223	Agbl3	chr6
-0.75	-1.77	-2.891	-1.122	-1.72	-4.46	-0.33	0.06256	0.00107	0.37456	0	-1	0	68487	Tmem140	chr6
0.82	0.703	0.143	-0.56	0	0	0	0.86812	0.99764	0.94655	0	0	0	78412	3110062M04Rik	chr6
4.23	0.747	0.841	0.094	0	0	0	0.85505	0.75475	0.99888	0	0	0	101240	Wdr91	chr6
5.49	-0.406	-0.015	0.39	0	0	0	0.99637	0.99997	0.99764	0	0	0	53621	Cnot4	chr6
6.44	0.618	0.418	-0.2	0	0	0	0.99392	0.99941	0.99996	0	0	0	70699	Nup205	chr6
4.99	0.607	0.386	-0.221	0	0	0	0.99363	0.99952	0.99992	0	0	0	67705	1810058I24Rik	chr6
-0.37	5.473	6.274	0.801	4.92	5.57	0	0.00064	0.0003	0.63659	1	1	0	208164	Fam180a	chr6
7.84	0.162	0.01	-0.152	0	0	0	0.99997	1	0.99998	0	0	0	14489	Mtpn	chr6
9.55	-0.917	-3.373	-2.456	0	-7.09	-4.65	0.60017	0.00005	0.00084	0	-1	-1	19242	Ptn	chr6
4.58	0.975	-1.445	-2.42	0	-2.51	-7.73	0.54829	0.01819	0.00003	0	0	-1	320127	Dgki	chr6
6.05	1.49	0.635	-0.855	2.99	0	0	0.00874	0.97312	0.81522	1	0	0	208647	Creb3l2	chr6
6.9	-0.601	-0.163	0.438	0	0	0	0.98712	0.9998	0.99838	0	0	0	100039636	Atp6v0c-ps2	NA
5.44	-0.41	-1.418	-1.007	0	-3.19	-0.06	0.99887	0.00644	0.4772	0	-1	0	21848	Trim24	chr6
3.36	2.678	1.296	-1.383	5.05	1.03	-1.16	0.0005	0.1664	0.13941	1	0	0	330286	D630045J12Rik	chr6
2.76	0.919	1.003	0.084	0	0.01	0	0.65789	0.49424	0.99949	0	0	0	209032	Zc3hav1l	chr6
6.82	-0.797	-0.798	-0.001	0	0	0	0.81469	0.81272	0.99999	0	0	0	78781	Zc3hav1	chr6
2.56	1.554	0.886	-0.668	2.35	0	0	0.02348	0.69388	0.90158	0	0	0	264134	Ttc26	chr6
6.73	-0.637	-0.535	0.102	0	0	0	0.88763	0.93476	0.99721	0	0	0	320538	Ubn2	chr6
2.93	0.466	0.147	-0.319	0	0	0	0.98375	0.99889	0.99523	0	0	0	66117	1110001J03Rik	chr6
7.41	-0.245	0.067	0.313	0	0	0	0.9983	0.99971	0.99812	0	0	0	192196	Luc7l2	chr6
3.71	-1.22	-0.323	0.896	-0.39	0	0	0.35454	0.88957	0.57902	0	0	0	100861853	NA	NA
1.79	-1.196	-0.831	0.365	-0.9	0	0	0.19673	0.77014	0.99313	0	0	0	74253	Klrg2	chr6
5.87	-0.719	-2.003	-1.284	0	-7.54	-2.28	0.96578	0.00003	0.02599	0	-1	0	15258	Hipk2	chr6
4.64	0.7	-0.187	-0.886	0	0	0	0.95035	0.99967	0.76034	0	0	0	243771	Parp12	chr6
6.14	0.547	0.802	0.254	0	0	0	0.99057	0.88312	0.99958	0	0	0	338523	Kdm7a	chr6
5.6	0.901	0.561	-0.339	0	0	0	0.75962	0.99459	0.99959	0	0	0	72144	Slc37a3	chr6
0.47	-0.023	-0.99	-0.967	0	0	0	0.99822	0.51256	0.54227	0	0	0	19331	Rab19	chr6
5.66	-0.218	-0.1	0.118	0	0	0	0.99929	0.99977	0.99981	0	0	0	54484	Mkrn1	chr6
1.91	3.095	4.103	1.009	6.57	9.27	0.02	0.00009	0.00001	0.49099	1	1	0	209773	Dennd2a	chr6
3.81	-0.455	-0.567	-0.113	0	0	0	0.9682	0.94004	0.99784	0	0	0	57869	Adck2	chr6
4.6	0.283	-0.218	-0.501	0	0	0	0.99879	0.99943	0.99353	0	0	0	68198	Ndufb2	chr6
6.47	-0.347	-0.249	0.098	0	0	0	0.99188	0.996	0.99927	0	0	0	109880	Braf	chr6
1.63	0.084	-0.523	-0.607	0	0	0	0.99773	0.95831	0.92699	0	0	0	14548	Mrps33	chr6
1.8	0.619	0.593	-0.026	0	0	0	0.92686	0.94295	0.99956	0	0	0	69923	Agk	chr6
2.7	-0.185	-0.61	-0.425	0	0	0	0.99721	0.94857	0.98762	0	0	0	243780	E330009J07Rik	chr6
2.91	0.056	-0.07	-0.126	0	0	0	0.99992	0.99991	0.99983	0	0	0	381760	Ssbp1	chr6
2.02	-5.549	-3.291	2.258	-11.85	-5.79	4.79	0	0.00021	0.0007	-1	-1	1	232714	Mgam	chr6
1.67	1.902	-0.581	-2.482	1.77	0	-3.06	0.05781	0.83359	0.00785	0	0	0	100125263	Trbc2	NA
5.92	1.447	-0.005	-1.453	3.16	0	-3.42	0.00674	1	0.00458	1	0	0	13848	Ephb6	chr6
1.97	4.58	3.294	-1.287	8.11	6.47	-0.63	0.00002	0.0001	0.27266	1	1	0	64177	Trpv6	chr6
3.41	-0.211	-0.814	-0.603	0	0	0	0.99879	0.84132	0.97553	0	0	0	76263	Gstk1	chr6
1.49	-3.031	-3.081	-0.049	-6.46	-6.69	0	0.0001	0.00008	0.99918	-1	-1	0	109218	Tmem139	chr6
4.77	-0.172	-0.627	-0.456	0	0	0	0.99938	0.97086	0.99508	0	0	0	12366	Casp2	chr6
7.6	0.513	0.82	0.307	0	0	0	0.98312	0.81421	0.99803	0	0	0	22793	Zyx	chr6
5.3	0.182	-0.033	-0.215	0	0	0	0.99968	0.99996	0.99969	0	0	0	13835	Epha1	chr6
6.29	-0.222	0.505	0.727	0	0	0	0.99968	0.99536	0.96065	0	0	0	232748	Tcaf2	chr6
6.51	0.464	0.438	-0.027	0	0	0	0.9903	0.99224	0.99993	0	0	0	77574	Tcaf1	chr6
7.93	-0.6	-0.071	0.529	0	0	0	0.98396	0.9999	0.99462	0	0	0	54324	Arhgef5	chr6
4.33	-1.62	-2.067	-0.447	-4.12	-7.22	0	0.0017	0.00005	0.99843	-1	-1	0	29807	Tpk1	chr6
1.78	-3.831	-6.321	-2.489	-5.88	-11.38	-5.01	0.00019	0	0.00053	-1	-1	-1	66797	Cntnap2	chr6
7.3	-0.448	0.073	0.521	0	0	0	0.99818	0.99996	0.99744	0	0	0	26965	Cul1	chr6
5.52	0.697	0.864	0.167	0	0	0	0.96514	0.81326	0.99986	0	0	0	14056	Ezh2	chr6
7.29	0.799	0.393	-0.406	0	0	0	0.90234	0.99859	0.99905	0	0	0	12304	Pdia4	chr6
2.86	-1.002	-0.671	0.331	-0.01	0	0	0.49584	0.95333	0.99838	0	0	0	272347	Zfp398	chr6
4.58	-0.626	-0.86	-0.235	0	0	0	0.98444	0.8247	0.99979	0	0	0	101095	Zfp282	chr6
4.84	-1.076	-1.193	-0.117	-0.55	-1.4	0	0.29891	0.09944	0.99995	0	0	0	232784	Zfp212	chr6
1.41	-0.106	0.248	0.354	0	0	0	0.99756	0.99207	0.98501	0	0	0	232785	Zfp783	chr6
3.06	-0.42	-1.232	-0.812	0	-1.18	0	0.98841	0.13543	0.82643	0	0	0	101197	Zfp956	chr6
4.89	-0.28	-0.164	0.116	0	0	0	0.99987	0.99996	0.99998	0	0	0	72306	Zfp777	chr6
4.71	-0.255	-0.946	-0.691	0	0	0	0.99845	0.61877	0.94888	0	0	0	69228	Zfp746	chr6
4.47	0.047	0.007	-0.039	0	0	0	0.99999	1	0.99999	0	0	0	77827	Krba1	chr6
2.74	-2.472	-2.562	-0.09	-4.79	-5.15	0	0.0007	0.00045	0.99795	-1	-1	0	68910	Zfp467	chr6
0.9	-3.942	-2.729	1.213	-7.48	-4.29	0.73	0.00004	0.00134	0.24345	-1	-1	0	243369	Sspo	chr6
3.5	0.952	0.715	-0.237	0	0	0	0.63251	0.96855	0.99975	0	0	0	58894	Zfp862-ps	chr6
2.97	-3.507	-4.548	-1.041	-11.48	-16.58	-0.27	0	0	0.39703	-1	-1	0	76252	Atp6v0e2	chr6
2.46	-0.046	0.733	0.779	0	0	0	0.99878	0.82631	0.78736	0	0	0	243371	Lrrc61	chr6
1.25	-0.046	1.68	1.726	0	1.12	1.21	0.98636	0.14845	0.13056	0	0	0	71660	Rarres2	chr6
3.62	-0.692	-1.204	-0.512	0	-1.5	0	0.96972	0.08577	0.99726	0	0	0	58887	Repin1	chr6
1.02	0.056	-0.908	-0.964	0	0	0	0.99408	0.60636	0.54129	0	0	0	243372	Zfp775	chr6
-0.66	0.13	-1.932	-2.062	0	-2	-2.26	0.96377	0.04029	0.02724	0	0	0	243373	AI854703	chr6
-0.23	0.802	-1.16	-1.963	0	-0.26	-1.43	0.62294	0.40598	0.09599	0	0	0	243374	Gimap8	chr6
1.23	0.034	-2.022	-2.057	0	-3.51	-3.55	0.99732	0.004	0.00379	0	-1	0	317758	Gimap9	chr6
-0.89	2.226	1.287	-0.94	1.91	0.49	0	0.04689	0.32188	0.5447	0	0	0	107526	Gimap4	chr6
0.5	2.315	1.511	-0.804	1.69	0.71	0	0.06615	0.25316	0.62063	0	0	0	231931	Gimap6	chr6
8.52	-0.094	-0.922	-0.827	0	0	0	0.99992	0.69911	0.88578	0	0	0	65963	Tmem176b	chr6
7.29	-0.251	-1.434	-1.183	0	-2.61	-1.19	0.99913	0.01556	0.13436	0	0	0	66058	Tmem176a	chr6
-0.17	-1.532	-4.623	-3.091	-1.02	-7.76	-5.15	0.17003	0.00003	0.00045	0	-1	-1	666105	Gm7932	NA
2.28	-3.391	-6.915	-3.524	-3.68	-9.46	-6.12	0.00324	0.00001	0.00015	-1	-1	-1	76507	Aoc1	chr6
0.11	0.836	-0.262	-1.098	0	0	-0.15	0.6049	0.89711	0.45042	0	0	0	93695	Gpnmb	chr6
3.22	0.394	-0.402	-0.796	0	0	0	0.98766	0.99029	0.82149	0	0	0	75593	Malsu1	chr6
0.72	0.043	-0.4	-0.443	0	0	0	0.99672	0.95585	0.94421	0	0	0	140488	Igf2bp3	chr6
7.36	-0.315	0.165	0.48	0	0	0	0.99952	0.99988	0.99844	0	0	0	101214	Tra2a	chr6
2.19	0.187	0.269	0.081	0	0	0	0.99899	0.99822	0.99969	0	0	0	57895	Ccdc126	chr6
2.9	-2.13	-3.097	-0.967	-4.58	-8.81	0	0.00092	0.00001	0.56455	-1	-1	0	231946	Fam221a	chr6
0.78	1.679	3.391	1.712	2.37	7.09	2.08	0.02271	0.00005	0.03589	0	1	0	109648	Npy	chr6
5.03	-0.263	0.096	0.358	0	0	0	0.99932	0.99986	0.9988	0	0	0	56524	Mpp6	chr6
1.39	1.774	0.452	-1.321	3.38	0	-1.43	0.00487	0.98835	0.09541	1	0	0	54722	Dfna5	chr6
6.22	-0.565	-1.542	-0.977	0	-2.94	0	0.97701	0.00947	0.55058	0	-1	0	71720	Osbpl3	chr6
2.33	0.098	0.239	0.14	0	0	0	0.99778	0.99329	0.99685	0	0	0	13063	Cycs	chr6
1.6	-1.339	-0.601	0.738	-1.33	0	0	0.1096	0.91935	0.84924	0	0	0	70821	4921507P07Rik	chr6
3.67	-3.708	-3.493	0.215	-12.02	-11.08	0	0	0	0.99916	-1	-1	0	18025	Nfe2l3	chr6
9.77	0.721	0.688	-0.033	0	0	0	0.91342	0.93269	0.99992	0	0	0	53379	Hnrnpa2b1	chr6
2.63	0.954	0.735	-0.219	0	0	0	0.61651	0.9498	0.99962	0	0	0	12417	Cbx3	chr6
4.33	-0.282	-1.369	-1.087	0	-1.28	-0.31	0.97851	0.11867	0.38183	0	0	0	71982	Snx10	chr6
4.84	-1.193	-1.757	-0.563	-1.5	-5.97	0	0.08638	0.00017	0.9971	0	-1	0	54353	Skap2	chr6
6.09	-0.356	-0.708	-0.352	0	0	0	0.99943	0.97257	0.99964	0	0	0	58875	Hibadh	chr6
8.39	0.123	0.07	-0.052	0	0	0	0.99942	0.99969	0.99987	0	0	0	52440	Tax1bp1	chr6
2.14	2.33	2.91	0.579	7.26	10.05	0	0.00005	0	0.96391	1	1	0	231986	Jazf1	chr6
-0.06	0.255	-0.04	-0.295	0	0	0	0.97845	0.9978	0.97552	0	0	0	666259	Gm15573	NA
-0.19	1.839	1.967	0.128	2.88	3.39	0	0.01025	0.0048	0.99204	1	1	0	320189	9430076C15Rik	chr6
5.14	-1.102	0.121	1.223	-0.25	0	0.57	0.40466	0.97978	0.29089	0	0	0	231991	Creb5	chr6
2.35	4.702	5.786	1.084	6.74	7.96	0.13	0.00008	0.00003	0.45574	1	1	0	66873	Tril	chr6
3.18	-1.179	1.749	2.929	-0.66	2.29	6.25	0.26335	0.02561	0.00013	0	0	1	69993	Chn2	chr6
-0.53	1.371	3.503	2.132	0.98	5.42	2.43	0.17887	0.00033	0.02086	0	1	0	100042056	9130019P16Rik	chr6
0.12	-2.564	-2.616	-0.052	-4.42	-4.64	0	0.00113	0.00085	0.99802	-1	-1	0	78004	Prr15	chr6
3.64	2.779	4.017	1.238	6.03	9.36	0.72	0.00016	0.00001	0.24557	1	1	0	330319	Wipf3	chr6
-1.39	3.021	4.205	1.184	3.66	5.54	0.29	0.00326	0.00029	0.39408	1	1	0	69938	Scrn1	chr6
3.82	1.697	1.54	-0.158	4.29	3.45	0	0.00134	0.00438	0.99961	1	1	0	231997	Fkbp14	chr6
3.77	-0.286	-0.221	0.065	0	0	0	0.99909	0.99952	0.99993	0	0	0	231999	Plekha8	chr6
2.29	-0.234	0.373	0.607	0	0	0	0.9918	0.97867	0.91835	0	0	0	68235	Mturn	chr6
5.13	-1.327	-1.588	-0.26	-3.07	-5.56	0	0.00768	0.00027	0.99997	-1	-1	0	387524	Znrf2	chr6
4.17	-1.299	-0.634	0.665	-1.31	0	0	0.11401	0.92388	0.92247	0	0	0	107607	Nod1	chr6
2.49	-1.193	-1.757	-0.565	-0.85	-3.49	0	0.20955	0.00414	0.96992	0	-1	0	110175	Ggct	chr6
6.03	-0.113	-0.206	-0.093	0	0	0	0.9999	0.99975	0.99995	0	0	0	353172	Gars	chr6
3.4	-0.342	0.059	0.401	0	0	0	0.99073	0.99923	0.9875	0	0	0	330323	Fam188b	chr6
4.91	0.802	1.109	0.307	0	0.22	0	0.65379	0.41779	0.91675	0	0	0	11826	Aqp1	chr6
7.38	-2.108	-0.31	1.798	-4.08	0	3.16	0.00179	0.98432	0.00673	-1	0	0	232016	Ccdc129	chr6
6.62	-1.227	-1.023	0.204	-1.28	-0.13	0	0.11802	0.44994	0.99936	0	0	0	78937	Avl9	chr6
5.98	0.19	0.221	0.032	0	0	0	0.99987	0.99983	0.99999	0	0	0	210973	Kbtbd2	chr6
7.06	2.074	1.523	-0.551	8.42	4.1	0	0.00002	0.00175	0.99768	1	1	0	27055	Fkbp9	chr6
4.53	-0.256	-0.289	-0.033	0	0	0	0.99986	0.99983	0.99999	0	0	0	107569	Nt5c3	chr6
2.3	0.776	0.074	-0.702	0	0	0	0.7811	0.99816	0.85321	0	0	0	243382	Ppm1k	chr6
3.2	-0.634	-0.721	-0.087	0	0	0	0.9174	0.86668	0.99886	0	0	0	67138	Herc6	chr6
3.62	0.719	0.274	-0.445	0	0	0	0.92483	0.99874	0.99389	0	0	0	66459	Pyurf	chr6
4.09	-0.135	0.174	0.309	0	0	0	0.99974	0.99962	0.99897	0	0	0	71835	Lancl2	chr6
5.48	0.093	-1.24	-1.333	0	-1.45	-2.1	0.99975	0.09265	0.03465	0	0	0	232023	Vopp1	chr6
4.12	0.303	1.124	0.821	0	0.61	0	0.99606	0.28074	0.80031	0	0	0	26357	Abcg2	chr6
4.23	-0.659	-0.862	-0.203	0	0	0	0.98851	0.8606	0.99995	0	0	0	73998	Herc3	chr6
4.36	-1.274	0.145	1.419	-1.42	0	2.24	0.09699	0.99882	0.02778	0	0	0	58909	Fam13a	chr6
3.94	-0.06	0.588	0.648	0	0	0	0.99959	0.96134	0.94309	0	0	0	68140	Tigd2	chr6
-0.47	6.384	7.143	0.759	9.08	10.02	0	0.00001	0	0.64884	1	1	0	243385	Gprin3	chr6
0.14	-3.418	-3.649	-0.23	-5.99	-6.63	0	0.00017	0.00009	0.98498	-1	-1	0	232035	Ccser1	chr6
-1.84	-5.346	-1.426	3.92	-9.07	-0.8	7.09	0.00001	0.2251	0.00005	-1	0	1	14804	Grid2	chr6
4.92	0.264	0.09	-0.174	0	0	0	0.99786	0.9996	0.99923	0	0	0	13990	Smarcad1	chr6
-1.48	3.362	2.29	-1.073	2.29	1.33	-0.07	0.02703	0.1157	0.5186	0	0	0	54486	Hpgds	chr6
1.13	-5.5	-6.031	-0.531	-13.3	-14.95	0	0	0	0.98326	-1	-1	0	414084	Tnip3	chr6
0.4	4.337	4.785	0.447	9.97	11.27	0	0	0	0.90957	1	1	0	70779	Prdm5	chr6
3.69	2.701	1.506	-1.195	9.98	3.37	-1.16	0	0.00493	0.13961	1	1	0	56150	Mad2l1	chr6
